shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"200829";"Hougang Clinic - Dr Chua Chong Li";"Block 631 Hougang Avenue 8";"#01-16";"Singapore";"530631"
"200829";"Hougang Clinic - Dr Chua Chong Li";"Block 631 Hougang Avenue 8";"#01-16";"Singapore";"530631"
"201202";"Anderson Medical Ctr- Dr Chang Chee Chea";"Block 283 Bishan St. 22";"#01-173";"Singapore";"570283"
"201202";"Anderson Medical Ctr- Dr Chang Chee Chea";"Block 283 Bishan St. 22";"#01-173";"Singapore";"570283"
"100030";"National University Hospital (S) Pte Ltd";"5 Lower Kent Ridge Rd.";"";"Singapore";"119074"
"400050";"H C P Pte Ltd";"150 Orchard Road";"#04-06 Orchard Plaza";"Singapore";"238841"
"400050";"H C P Pte Ltd";"150 Orchard Road";"#04-06 Orchard Plaza";"Singapore";"238841"
"400050";"H C P Pte Ltd";"150 Orchard Road";"#04-06 Orchard Plaza";"Singapore";"238841"
"400050";"H C P Pte Ltd";"150 Orchard Road";"#04-06 Orchard Plaza";"Singapore";"238841"
"100030";"National University Hospital (S) Pte Ltd";"5 Lower Kent Ridge Rd.";"";"Singapore";"119074"
"E05588";"Guardian H&B - 336 DS2";"60 Airport Boulevard #026-115-01,T2";"Departure / Transit Lounge South";"Singapore";"819643"
"202638";"A Company For Women O & G Pte Ltd";"1 Orchard Boulevard";"#03-05/06 Camden Medical Ctr.";"Singapore";"248649"
"902206";"Guardian H & B- 288 T2 Transit Lounge N";"60 Airport Boulevard";"#26-095A Changi Airport T2, Departure";"Singapore";"819643"
"G53342";"Cardiac Solutions Medical Centre c/o Rossdale Pte";"38 Irrawaddy Road";"#06-51/52 Mt Elizabeth Hospital Novena";"Singapore";"329563"
"202829";"E Medical Clinic & Surgery- Dr Darryl Chew Chee";"Block 639 Bukit Batok Central";"#01-34S";"Singapore";"650639"
"202829";"E Medical Clinic & Surgery- Dr Darryl Chew Chee";"Block 639 Bukit Batok Central";"#01-34S";"Singapore";"650639"
"201384";"Public Medical Clinic & Surgery- Dr Wong Choo Mok";"Block 664 Yishun Avenue 4";"#01-275";"Singapore";"760664"
"201384";"Public Medical Clinic & Surgery- Dr Wong Choo Mok";"Block 664 Yishun Avenue 4";"#01-275";"Singapore";"760664"
"201331";"B T Goh Family Clinic & Surgery- Dr Goh Bee Teng";"Block 194 Kim Keat Avenue";"#01-406";"Singapore";"310194"
"201331";"B T Goh Family Clinic & Surgery- Dr Goh Bee Teng";"Block 194 Kim Keat Avenue";"#01-406";"Singapore";"310194"
"100342";"Alexandra Health Pte Ltd c/o Khoo Teck Puat Hospit";"";"90 Yishun Central";"Singapore";"768828"
"100030";"National University Hospital (S) Pte Ltd";"5 Lower Kent Ridge Rd.";"";"Singapore";"119074"
"200223";"Ho Medical Ctr. P/L - Dr Paul Ho";"Block 352 Clementi Avenue 2";"#01-115";"Singapore";"120352"
"200223";"Ho Medical Ctr. P/L - Dr Paul Ho";"Block 352 Clementi Avenue 2";"#01-115";"Singapore";"120352"
