shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"202188";"CENTRAL (CLINIC + SURGERY) MARINE PARADE";"BLOCK 81 MARINE PARADE CENTRAL";"#01-630";"Singapore";"SG 440081"
"203466";"SHENTON FAMILY MEDICAL CLINIC (DUXTON)";"1 CANTONMENT RD.";"#01-02 Pinnacle @ Duxton";"Singapore";"SG 080001"
"400050";"H C P PTE LTD";"150 ORCHARD ROAD";"#04-06 Orchard Plaza";"Singapore";"SG 238841"
"800011";"LEE CLINIC - DR PRISCILLA LIM";"BLOCK 123 BEDOK NORTH ST 2";"#01-156";"Singapore";"SG 460123"
"E71035";"SENGKANG GENERAL HOSPITAL PTE LTD";"110 SENGKANG EAST WAY";"";"Singapore";"SG 544886"
"200017";"AMK MEDICAL CTR. - DR TAN SEUNG PO";"BLOCK 157 ANG MO KIO AVENUE 4";"#01-558";"Singapore";"SG 560157"
"200404";"NAIR CARDIAC & MEDICAL CTR- DR V P NAIR";"3 MOUNT ELIZABETH";"#16-08 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"200886";"NEIGHBOURHOOD CLINIC- DR LIM YU HER";"BLOCK 260 BANGKIT RD.";"#01-13 Bukit Panjang Neighbourhood Ctr";"Singapore";"SG 670260"
"201072";"SAW BABY & CHILD CLINIC & KHOO FAMILY CLINIC";"BLOCK 681 HOUGANG AVENUE 8";"#01-827";"Singapore";"SG 530681"
"201649";"AMPM FAMILY CLINIC & SURGERY P/L";"BLOCK 123 LORONG 1 TOA PAYOH";"#01-521";"Singapore";"SG 310123"
"201819";"SEASONS CLINIC - DR TAN MING CHUN";"BLOCK 844 TAMPINES ST 82";"#01-139";"Singapore";"SG 520844"
"202013";"HEALTH PARTNERS FAMILY CLINIC- DR SIM CHOON SENG";"1 BUKIT BATOK CENTRAL LINK";"#01-37 West Mall";"Singapore";"SG 658713"
"202188";"CENTRAL (CLINIC + SURGERY) MARINE PARADE";"BLOCK 81 MARINE PARADE CENTRAL";"#01-630";"Singapore";"SG 440081"
"202578";"DAWSON PLACE CLINIC- DR CHAN HIAN KIANG";"BLOCK 57 DAWSON RD.";"#02-03 Dawson Place";"Singapore";"SG 142057"
"203466";"SHENTON FAMILY MEDICAL CLINIC (DUXTON)";"1 CANTONMENT RD.";"#01-02 Pinnacle @ Duxton";"Singapore";"SG 080001"
"203679";"THE HARLEY STREET HEART CENTRE DR.REGINALD LIEW";"6 NAPIER RD.";"#02-38 Gleneagles Hospital(Annex Block)";"Singapore";"SG 258500"
"400050";"H C P PTE LTD";"150 ORCHARD ROAD";"#04-06 Orchard Plaza";"Singapore";"SG 238841"
"800011";"LEE CLINIC - DR PRISCILLA LIM";"BLOCK 123 BEDOK NORTH ST 2";"#01-156";"Singapore";"SG 460123"
"D33266";"GUARDIAN H & B - 326 BEDOK MALL";"311 NEW UPPER CHANGI ROAD";"#B2-45/46/47 Bedok Mall";"Singapore";"SG 467360"
"D64903";"NG TENG FONG GENERAL HOSPITAL";"1 JURONG EAST STREET 21";"";"Singapore";"SG 609606"
"G03454";"WATSON'S PCS - 195 TERMINAL 4 CHECK-IN";"10 AIRPORT BOULEVARD";"#02-07";"Singapore";"SG 819665"
"100165";"NATIONAL CANCER CTR PTE LTD";"11 HOSPITAL DRIVE";"Level 1(CD), Level 3(Pharm) Level 4(MMD)";"Singapore";"SG 169610"
"300002";"PARKWAY HOSPITALS SINGAPORE PTE LTD";"C/O GLENEAGLES HOSPITAL PTE LTD";"4/6 Napier Road";"Singapore";"SG 258499"
"201003";"SHALOM CLINIC & SURGERY- DR LAWRENCE SOH ENG LIONG";"BLOCK 123 BUKIT MERAH LANE 1";"#01-104";"Singapore";"SG 150123"
"D33375";"HEALTHPATH MEDICAL CLINIC & SURGERY PTE LTD";"BLK 338 ANG MO KIO AVE 1";"#01-1651";"Singapore";"SG 560338"
"200689";"WOODLANDS CLINIC - DR GABRIEL SEOW";"BLOCK 131 MARSILING RISE";"#01-204";"Singapore";"SG 730131"
"203014";"ICON SOC GLENEAGLES MEDICAL CLINIC";"6 NAPIER RD.";"#05-11/12 Gleneagles Medical Centre";"Singapore";"SG 258499"
"900454";"GUARDIAN H & B- 087 GLENEAGLES MEDICAL";"6 NAPIER RD.";"#02-06/07/08 Gleneagles Medical Centre";"Singapore";"SG 258500"
"F10066";"SBCC BABY & CHILD C/O SBCC CLINIC PTE LTD";"1 JELEBU ROAD";"#04-03 Bukit Panjang Plaza";"Singapore";"SG 677743"
"200534";"SINGAPURA CLINIC - DR LEE KENG THON";"27 BENCOOLEN ST";"#01-27";"Singapore";"SG 189620"
"200689";"WOODLANDS CLINIC - DR GABRIEL SEOW";"BLOCK 131 MARSILING RISE";"#01-204";"Singapore";"SG 730131"
"201003";"SHALOM CLINIC & SURGERY- DR LAWRENCE SOH ENG LIONG";"BLOCK 123 BUKIT MERAH LANE 1";"#01-104";"Singapore";"SG 150123"
"203459";"EH HEART SPECIALIST P/L- DR ERIC HONG";"3 MOUNT ELIZABETH";"#03-09 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"900453";"GUARDIAN H & B- 086 MOUNT ELIZABETH";"3 MOUNT ELIZABETH";"#02-10/11 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"D33375";"HEALTHPATH MEDICAL CLINIC & SURGERY PTE LTD";"BLK 338 ANG MO KIO AVE 1";"#01-1651";"Singapore";"SG 560338"
"E05588";"GUARDIAN H&B - 336 DS2";"60 AIRPORT BOULEVARD #026-115-01, T";"Departure / Transit Lounge South";"Singapore";"SG 819643"
