shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"201331";"B T GOH FAMILY CLINIC & SURGERY- DR GOH BEE TENG";"BLOCK 194 KIM KEAT AVENUE";"#01-406";"Singapore";"SG 310194"
"203748";"DR BL LIM CTR FOR PSYCHOLOGICAL WELLNESS P/L";"6 NAPIER RD.";"#09-09 Gleneagles Medical Centre";"Singapore";"SG 258499"
"201742";"K N CHIN & ASSOCIATES P/L- DR MICHEL FOO S N";"3 TEMASEK BOULEVARD";"#02-400 Suntec City Mall Singapore";"Singapore";"SG 038983"
"400185";"NATIONAL HEALTHCARE GRP PHARM.- PHARMACY SERVICE C";"10 BUANGKOK VIEW";"Blk 6, L1 Buangkok Green Med Park (IMH)";"Singapore";"SG 539747"
"201036";"GOH CLINIC & SURGERY- DR MALCOLM GOH CHIN LIANG";"BLOCK 204 HOUGANG ST 21";"#01-101";"Singapore";"SG 530204"
"202116";"NEE SOON CLINIC";"BLOCK 779 YISHUN AVENUE 2";"#01-1547";"Singapore";"SG 760779"
"300006";"PARKWAY HOSPITALS SINGAPORE PTE LTD";"C/O MT. ELIZABETH HOSP (PHARM. DPT)";"Block B Level 2";"Singapore";"SG 228510"
"E03119";"MEDIVENE HOLDINGS PTE LTD C/O MEDIVENE CLINIC & SU";"330 ANCHOVALE STREET";"#01-05";"Singapore";"SG 540330"
"200330";"LIM CLINIC - DR LIM WEE NI";"295 CHANGI RD.";"";"Singapore";"SG 419773"
"201231";"TEH LIP BIN GASTROENTEROLOGY & MEDICAL CLINIC";"6 NAPIER RD.";"#04-04 Gleneagles Medical Centre";"Singapore";"SG 258499"
"201780";"ONELIFE FAMILY CLINIC-DR VINCENT CHOW";"BLOCK 534 CHOA CHU KANG ST 51";"#01-41";"Singapore";"SG 680534"
"202541";"EL SHADDAI ARTHRITIS & RHEUMATISM SPECIALIST MEDIC";"102 TOWNER RD.";"#01-258";"Singapore";"SG 322102"
"203631";"DANIEL WAI DIABETES,THYROID & HORMONE CLINIC P/L";"3 MOUNT ELIZABETH";"#03-04 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"400032";"PAN-MALAYAN PHARMACEUTICALS PTE LTD";"16 TAI SENG STREET";"Level 4";"Singapore";"SG 534138"
"901564";"WATSON'S PCS - 201 PARAGON";"290 ORCHARD RD.";"#B1-27/27A Paragon";"Singapore";"SG 238859"
"G02429";"RAFFLESMEDICAL C/O RAFFLES MEDICAL GROUP LTD";"1207 DOVER ROAD";"United World College";"Singapore";"SG 139654"
"100030";"NATIONAL UNIVERSITY HOSPITAL (S) PTE LTD";"LOWER KENT RIDGE RD.";"";"Singapore";"SG 119074"
"200590";"TEBAN GARDEN CLINIC-DR CHEW PIN KEE";"BLOCK 61 TEBAN GARDEN RD.";"#01-01 Teban Place";"Singapore";"SG 600061"
"201059";"S G CLINIC FAMILY PRACTICE- DR SURESH MAHTANI";"84 SERANGOON GARDEN WAY";"";"Singapore";"SG 555980"
"201237";"TANAMERA CLINIC- DR KOH CHONG CHENG";"BLOCK 73 BEDOK SOUTH AVENUE 3";"#01-462";"Singapore";"SG 460073"
"201675";"RAFFLES MEDICAL GROUP LTD";"PASSENGER TERMINAL 2";"#B16-025/026";"Singapore";"SG 819643"
"201784";"RAFFLES MEDICAL GRP LTD- FAMILY MEDICINE CTR";"585 NORTH BRIDGE RD.";"Level 1 Raffles Hospital";"Singapore";"SG 188770"
"202307";"RAFFLES MEDICAL GROUP LTD";"168 ROBINSON RD.";"#02-02 Capital Tower";"Singapore";"SG 068912"
"202957";"RAFFLES MEDICAL GRP LTD-TAMPINESONE";"10 TAMPINES CENTRAL 1";"#03-28 Tampines 1";"Singapore";"SG 520506"
"203514";"RAFFLES MEDICAL GRP LTD- SERANGOON CENTRAL";"23 SERANGOON CENTRAL";"#B2-01 Nex";"Singapore";"SG 556083"
"203631";"DANIEL WAI DIABETES,THYROID & HORMONE CLINIC P/L";"3 MOUNT ELIZABETH";"#03-04 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"300007";"ST ANDREW'S COMMUNITY HOSPITAL";"8 SIMEI ST 3";"";"Singapore";"SG 529895"
"400032";"PAN-MALAYAN PHARMACEUTICALS PTE LTD";"16 TAI SENG STREET";"Level 4";"Singapore";"SG 534138"
"400153";"NATIONAL UNIVERSITY HOSPITAL (S) PTE LTD";"LOWER KENT RIDGE RD.";"Pharmacy Dept";"Singapore";"SG 119074"
"D33606";"RAFFLES MEDICAL GROUP LTD-YEW TEE POINT";"21 CHOA CHU KANG NORTH 6";"#01-02 Yew Tee Point";"Singapore";"SG 689578"
"E03119";"MEDIVENE HOLDINGS PTE LTD C/O MEDIVENE CLINIC & SU";"330 ANCHOVALE STREET";"#01-05";"Singapore";"SG 540330"
"H79071";"SINGAPORE MEDICAL SPECIALISTS CTR PTE LTDC/OMEDICA";"101 IRRAWADDY ROAD";"#07-01 Royal Square Novena";"Singapore";"SG 329565"
"200206";"HAIG SPECIALIST MED CLINIC P/L-DR MUKUND DOSHI";"319 JOO CHIAT PLACE";"#03-01 East Shore Medical Centre";"Singapore";"SG 427989"
"201420";"LIFECARE FAMILY CLINIC & SURGERY-DR SENG TEE KIAT";"BLOCK 106 HOUGANG AVENUE 1";"#01-1221";"Singapore";"SG 530106"
"202486";"DR GRACE P/L C/O BISHAN GRACE CLINIC";"BLOCK 150 BISHAN ST 11";"#01-151";"Singapore";"SG 570150"
"203748";"DR BL LIM CTR FOR PSYCHOLOGICAL WELLNESS P/L";"6 NAPIER RD.";"#09-09 Gleneagles Medical Centre";"Singapore";"SG 258499"
"900239";"GUARDIAN H & B- 010 RAFFLES CITY";"252 NORTH BRIDGE RD.";"#B1-11 Raffles City Shopping Centre";"Singapore";"SG 179103"
"202057";"SIMON SIEW PSYCHOLOGICAL MEDICINE CLINIC";"3 MOUNT ELIZABETH";"#08-07 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"203115";"TCI CARDIOLOGY PTE LTD C/O NOVENA HEART CTR.";"38 IRRAWADDY ROAD";"#07-56/57/58/59 Mt E Novena Spec Ctr";"Singapore";"SG 329563"
"202315";"RAFFLES HOSPITAL PTE LTD-L 7 PHARM";"585 NORTH BRIDGE RD.";"#07-00 Pharmacy Department";"Singapore";"SG 188770"
"900228";"GUARDIAN H & B-WAREHOUSE(TAMPINES)*";"21 TAMPINES NORTH DRIVE 2";"#03-01";"Singapore";"SG 528765"
"200903";"NEO CLINIC & SURGERY- DR NEO ENG KIONG";"BLOCK 257 BANGKIT RD.";"#01-45";"Singapore";"SG 670257"
"202315";"RAFFLES HOSPITAL PTE LTD-L 7 PHARM";"585 NORTH BRIDGE RD.";"#07-00 Pharmacy Department";"Singapore";"SG 188770"
"203466";"SHENTON FAMILY MEDICAL CLINIC (DUXTON)";"1 CANTONMENT RD.";"#01-02 Pinnacle @ Duxton";"Singapore";"SG 080001"
"D65271";"SENNETT MEDICAL CLINIC";"55 SIGLAP ROAD";"";"Singapore";"SG 455871"
"100105";"NATIONAL HEART CTR OF SINGAPORE PTE LTD";"MISTRI WING";"17 Third Hospital Avenue";"Singapore";"SG 168751"
"202057";"SIMON SIEW PSYCHOLOGICAL MEDICINE CLINIC";"3 MOUNT ELIZABETH";"#08-07 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"202315";"RAFFLES HOSPITAL PTE LTD-L 7 PHARM";"585 NORTH BRIDGE RD.";"#07-00 Pharmacy Department";"Singapore";"SG 188770"
"202458";"THE HEART CLINIC- DR KOH SIAM SOON PHILIP";"3 MOUNT ELIZABETH";"#13-15 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"805395";"ADMIRALTY FAMILY CLINIC- DR FRANK LEE";"BLOCK 678A WOODLAND AVENUE 6";"#01-14";"Singapore";"SG 731678"
