shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"201338";"Doctor Jay Medical Ctr- Dr Lim Jiun Jye";"115 Killiney Rd.";"";"Singapore";"239553"
"203210";"NY Wong Surgery";"3 Mount Elizabeth";"#09-02 Mt Elizabeth Medical Ctr.";"Singapore";"228510"
"200887";"The Bonham Clinic P/L-Dr David Eu";"100 Peck Seah Street";"#11-16/17";"Singapore";"079333"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"201452";"Yap Medicare Clinic & Surgery- Dr Yap Boh Wei";"Block 8 Empress Rd.";"#01-03";"Singapore";"260008"
"400185";"National Healthcare Grp Pharm.- Pharmacy Service C";"10 Buangkok View";"Blk 9 ,L1 Buangkok Green Med Park (IMH)";"Singapore";"539747"
"100002";"Tan Tock Seng Hospital Pte Ltd";"Moulmein Rd.";"Pharmacy Dept";"Singapore";"308087"
"D64903";"Ng Teng Fong General Hospital";"No 1 Jurong East Street 21";"";"Singapore";"609606"
"201420";"Lifecare Family Clinic & Surgery-Dr Seng Tee Kiat";"Block 106 Hougang Avenue 1";"#01-1221";"Singapore";"530106"
"200401";"The Ming Clinic";"1 Orchard Boulevard";"#04-01/02 Camden Medical Ctr.";"Singapore";"248649"
"400032";"Pan-Malayan Pharmaceuticals Pte Ltd";"16 Tai Seng Street";"Level 4";"Singapore";"534138"
"203388";"The Psychological Wellness Ctr.";"101 Irrawaddy Road";"#13-07 Royal Square At Novena";"Singapore";"329565"
"203388";"The Psychological Wellness Ctr.";"101 Irrawaddy Road";"#13-07 Royal Square At Novena";"Singapore";"329565"
"203478";"Lim Ing Haan Cardiology Pte Ltd";"3 Mount Elizabeth";"#04-02 Mt Elizabeth Medical Ctr.";"Singapore";"228510"
"200903";"Neo Clinic & Surgery- Dr Neo Eng Kiong";"Block 257 Bangkit Rd.";"#01-45";"Singapore";"670257"
"200157";"Eastern Clinic & Surgery P/L-Dr Tan Chin Hor";"Block 235 Jurong East St. 21";"#01-316";"Singapore";"600235"
"I02142";"Prime Heart Centre Pte Ltd c/oPrime Heart Centre";"6A Napier Rd.";"#03-37C Gleneagles Hospital Annex Block";"Singapore";"258500"
"203024";"Raffles Japanese Clinic Pte Ltd c/o Raffles Hospit";"585 North Bridge Rd.";"#11-00 Raffles Hospital";"Singapore";"188770"
"202391";"HS Chan Surgery Pte Ltd";"6 Napier Road";"#03-37D Gleneagles Hospital Annex Block";"Singapore";"258499"
"300118";"Parkway Hospitals (S) Pte Ltd c/o Mount E Novena H";"Tower 5, Connection One";"Blk 167 Jalan Bukit Merah #16-10";"Singapore";"150167"
"200133";"Civic Clinic - Dr Ooi Teik Huat";"Block 537 Bedok North St. 3";"#01-515";"Singapore";"460537"
"203459";"EH Heart Specialist P/L- Dr Eric Hong";"3 Mount Elizabeth";"#03-09 Mt Elizabeth Medical Ctr.";"Singapore";"228510"
"200886";"Neighbourhood Clinic- Dr Lim Yu Her";"Block 260 Bangkit Rd.";"#01-13 Bkt. Panjang Neighbourhood Ctr";"Singapore";"670260"
"200656";"Victory Clinic & Surgery Pte Ltd Dr William Khoo C";"21 Ghim Moh Rd.";"#01-205";"Singapore";"270021"
"F10783";"Raffles Medical Group Ltd";"Block 118 Holland Avenue";"#05-02/03 Raffles Holland V";"Singapore";"278997"
"100030";"National University Hospital (S) Pte Ltd";"5 Lower Kent Ridge Rd.";"";"Singapore";"119074"
"100004";"Singapore General Hospital Pte Ltd";"2 Bukit Merah Central #11-01";"1FSS Pte Ltd";"Singapore";"159835"
"200021";"Thomas Clinic & Surgery- Dr Thomas Cherian";"Block 61 Telok Blangah Heights";"#01-97";"Singapore";"100061"
"201021";"CityMed Health Associates P/L-Dr Chan Suen Meng";"19 Keppel Rd.";"#01-01 Jit Poh Bldg. Ground Floor";"Singapore";"089058"
