shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"201080";"FAR EAST MED PRACTITIONERS P/L DRS M GOH/R SADASIV";"545 ORCHARD RD.";"#06-07 FAR EAST SHOPPING CENTRE";"SINGAPORE";"SG 238882"
"201080";"FAR EAST MED PRACTITIONERS P/L DRS M GOH/R SADASIV";"545 ORCHARD RD.";"#06-07 FAR EAST SHOPPING CENTRE";"SINGAPORE";"SG 238882"
"300118";"PARKWAY HOSPITALS SINGAPORE PTE LTD";"C/O MOUNT ELIZABETH NOVENA HOSPITAL";"38 IRRAWADDY ROAD";"SINGAPORE";"SG 329563"
"300118";"PARKWAY HOSPITALS SINGAPORE PTE LTD";"C/O MOUNT ELIZABETH NOVENA HOSPITAL";"38 IRRAWADDY ROAD";"SINGAPORE";"SG 329563"
"201318";"MAY MEDICAL CLINIC & SURGERY P/L-DR NG MAY MEI";"BLOCK 41 HOLLAND DRIVE";"#01-19";"SINGAPORE";"SG 270041"
"201318";"MAY MEDICAL CLINIC & SURGERY P/L-DR NG MAY MEI";"BLOCK 41 HOLLAND DRIVE";"#01-19";"SINGAPORE";"SG 270041"
"200616";"DRS THOMPSON & THOMSON(RADLINK MEDICARE)P/L";"24 RAFFLES PLACE";"#02-08 CLIFFORD CENTRE";"SINGAPORE";"SG 048621"
"200616";"DRS THOMPSON & THOMSON(RADLINK MEDICARE)P/L";"24 RAFFLES PLACE";"#02-08 CLIFFORD CENTRE";"SINGAPORE";"SG 048621"
"100002";"TAN TOCK SENG HOSPITAL PTE LTD";"MOULMEIN RD.";"PHARMACY DEPT";"SINGAPORE";"SG 308087"
"201384";"PUBLIC MEDICAL CLINIC & SURGERY- DR WONG CHOO MOK";"BLOCK 664 YISHUN AVENUE 4";"#01-275";"SINGAPORE";"SG 760664"
"100105";"NATIONAL HEART CTR OF SINGAPORE PTE LTD";"MISTRI WING";"17 THIRD HOSPITAL AVENUE";"SINGAPORE";"SG 168751"
"100105";"NATIONAL HEART CTR OF SINGAPORE PTE LTD";"MISTRI WING";"17 THIRD HOSPITAL AVENUE";"SINGAPORE";"SG 168751"
"201413";"STERLING CLINIC & SURGERY- DR CHEONG WEI LING";"BLOCK 3 LORONG LEW LIAN";"#01-64";"SINGAPORE";"SG 530003"
"201413";"STERLING CLINIC & SURGERY- DR CHEONG WEI LING";"BLOCK 3 LORONG LEW LIAN";"#01-64";"SINGAPORE";"SG 530003"
"300007";"ST ANDREW'S COMMUNITY HOSPITAL";"8 SIMEI ST 3";"";"SINGAPORE";"SG 529895"
"100004";"SINGAPORE GENERAL HOSPITAL PTE LTD THE PHARMACY";"BLK 8 LEVEL 2 OUTRAM ROAD";"";"SINGAPORE";"SG 169036"
"200205";"GWEE ENDOCRINE & MEDICAL CLINIC- DR GWEE HAK MENG";"3 MOUNT ELIZABETH";"#16-05 MOUNT ELIZABETH MEDICAL CENT";"SINGAPORE";"SG 228510"
"200205";"GWEE ENDOCRINE & MEDICAL CLINIC- DR GWEE HAK MENG";"3 MOUNT ELIZABETH";"#16-05 MOUNT ELIZABETH MEDICAL CENT";"SINGAPORE";"SG 228510"
"200534";"SINGAPURA CLINIC - DR LEE KENG THON";"27 BENCOOLEN ST";"#01-27";"SINGAPORE";"SG 189620"
"200534";"SINGAPURA CLINIC - DR LEE KENG THON";"27 BENCOOLEN ST";"#01-27";"SINGAPORE";"SG 189620"
"200941";"NEOH & ONG MEDICAL CLINIC- DR LINDA NEOH";"BLOCK 2A EUNOS CRESCENT";"#01-2447";"SINGAPORE";"SG 401002"
"100105";"NATIONAL HEART CTR OF SINGAPORE PTE LTD";"MISTRI WING";"17 THIRD HOSPITAL AVENUE";"SINGAPORE";"SG 168751"
"200178";"DRS FERNANDEZ & PARTNERS";"1 GRANGE ROAD";"#12-04 ORCHARD BUILDING";"SINGAPORE";"SG 239693"
"200178";"DRS FERNANDEZ & PARTNERS";"1 GRANGE ROAD";"#12-04 ORCHARD BUILDING";"SINGAPORE";"SG 239693"
"202315";"RAFFLES HOSPITAL PTE LTD-L 7 PHARM";"585 NORTH BRIDGE RD.";"#07-00 PHARMACY DEPARTMENT";"SINGAPORE";"SG 188770"
