shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"202116";"NEE SOON CLINIC";"BLOCK 779 YISHUN AVENUE 2";"#01-1547";"SINGAPORE";"SG 760779"
"201463";"APEX MEDICAL CTR. (JURONG) PTE LTD";"BLOCK 960 JURONG WEST ST 92";"#01-172";"SINGAPORE";"SG 640960"
"D64903";"NG TENG FONG GENERAL HOSPITAL";"1 JURONG EAST STREET 21";"";"SINGAPORE";"SG 609606"
"807020";"ASPEN CLINIC P/L - DR WONG KIN CHAN";"283 BISHAN ST 22";"#01-185";"SINGAPORE";"SG 570283"
"300006";"PARKWAY HOSPITALS SINGAPORE PTE LTD";"C/O MT. ELIZABETH HOSP (PHARM. DPT)";"BLOCK B LEVEL 2";"SINGAPORE";"SG 228510"
"D65269";"RSIM GENERAL & COLORECTAL SURGERY C/O R SIM SURGER";"1 FARRER PARK STATION ROAD";"#13-10 FARRER PARK MEDICAL CTR,CONN";"SINGAPORE";"SG 217562"
"200483";"PING'S CLINIC & SURGERY- KWAK PING LAM";"BLOCK 555 ANG MO KIO AVENUE 10";"#01-1974";"SINGAPORE";"SG 560555"
"203248";"THE S'PORE GASTROENTEROLOGY & LIVER INTERNIST CTR";"6A NAPIER RD.";"#03-37 GLENEAGLES HOSPITAL ANNEXE B";"SINGAPORE";"SG 258500"
"900453";"GUARDIAN H & B- 086 MOUNT ELIZABETH";"3 MOUNT ELIZABETH";"#02-10/11 MOUNT ELIZABETH MEDICAL C";"SINGAPORE";"SG 228510"
"100030";"NATIONAL UNIVERSITY HOSPITAL (S) PTE LTD";"LOWER KENT RIDGE RD.";"PHARMACY DEPARTMENT";"SINGAPORE";"SG 119074"
"200631";"CHARLES TOH CLINIC- DR TOH CHAI SOON CHARLES";"3 MOUNT ELIZABETH";"#06-01/02 MOUNT ELIZABETH MEDICAL C";"SINGAPORE";"SG 228510"
"901119";"GUARDIAN H & B- 127 PARAGON";"290 ORCHARD RD.";"#B1-20/24 PARAGON";"SINGAPORE";"SG 238859"
"200206";"HAIG SPECIALIST MED CLINIC P/L-DR MUKUND DOSHI";"319 JOO CHIAT PLACE";"#03-01 EAST SHORE MEDICAL CENTRE";"SINGAPORE";"SG 427989"
"202092";"QUALITAS HEALTHCARE PTE LTD C/O YSL BEDOK CLINIC &";"BLOCK 539 BEDOK NORTH ST 3";"#01-631";"SINGAPORE";"SG 460539"
"202033";"FRONTIER MEDICAL ASSOCIATES(AMK)P/L";"BLOCK 163 ANG MO KIO AVENUE 4";"#01-426";"SINGAPORE";"SG 560163"
"203802";"THE CLINIC @ FUSIONOPOLIS PTE LTD";"1 FUSIONOPOLIS WAY";"#03-10 CONNEXIS";"SINGAPORE";"SG 138632"
"200107";"CHONG'S CLINIC - DR YUEN JYE";"234 UPPER THOMSON RD.";"";"SINGAPORE";"SG 574365"
"200401";"THE MING CLINIC";"1 ORCHARD BOULEVARD #04-01/02";"CAMDEN MEDICAL CENTRE";"SINGAPORE";"SG 248649"
"805260";"E.J.TAN CLINIC & SURGERY- DR LIM CHIEN CHUAN";"BLOCK 104 JURONG EAST ST 13";"#01-100";"SINGAPORE";"SG 600104"
"203802";"THE CLINIC @ FUSIONOPOLIS PTE LTD";"1 FUSIONOPOLIS WAY";"#03-10 CONNEXIS";"SINGAPORE";"SG 138632"
