shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"203518";"KH Ng Surgery c/o K H Ng Gleneagles Medical Ctr P/";"6A Napier Rd.";"#03-13Gleneagles Medical Ctr.";"Singapore";"258500"
"203518";"KH Ng Surgery c/o K H Ng Gleneagles Medical Ctr P/";"6A Napier Rd.";"#03-13Gleneagles Medical Ctr.";"Singapore";"258500"
"203679";"The Harley Street Heart Centre c/o The Harley Stre";"6 Napier Rd.";"#02-38/41 Gleneagles Hospital(Annex Blk)";"Singapore";"258500"
"203679";"The Harley Street Heart Centre c/o The Harley Stre";"6 Napier Rd.";"#02-38/41 Gleneagles Hospital(Annex Blk)";"Singapore";"258500"
"100030";"National University Hospital (S) Pte Ltd";"5 Lower Kent Ridge Rd.";"";"Singapore";"119074"
"203028";"Cardiology Associates P/L- Dr Lim Yean Teng";"3 Mount Elizabeth";"#06-08 Mt Elizabeth Medical Ctr.";"Singapore";"228510"
"H63823";"The Cardiology Practice Pte Ltd c/o The Cardiology";"1 Farrer Park Station Road";"#08-01 Farrer Park Medical Centre";"Singapore";"217562"
"H63848";"Singhealth Community Hospitals-SKCH";"Bukit Merah Central Post Office";"PO BOX 745";"Singapore";"911539"
"I11317";"ALPS Pte Ltd c/o FSS - Accounts Payables";"Bukit Merah Central Post Office";"PO Box 543";"Singapore";"911532"
"901564";"Watson's PCS - 201 Paragon";"290 Orchard Rd.";"#B1-27/27A Paragon";"Singapore";"238859"
"202187";"The Heart Specialist Clinic- Dr Teo Wee Siong";"3 Mount Elizabeth";"#14-10 Mt Elizabeth Medical Ctr.";"Singapore";"228510"
"200223";"Ho Medical Ctr. P/L - Dr Paul Ho";"Block 352 Clementi Avenue 2";"#01-115";"Singapore";"120352"
"200223";"Ho Medical Ctr. P/L - Dr Paul Ho";"Block 352 Clementi Avenue 2";"#01-115";"Singapore";"120352"
"E06373";"Lian Clinic - Dr Jeffrey Loh";"18 Marsiling Lane";"#01-269";"Singapore";"730018"
"E06373";"Lian Clinic - Dr Jeffrey Loh";"18 Marsiling Lane";"#01-269";"Singapore";"730018"
"H55657";"Jireh Heart Centre Pte Ltd c/o Jireh Heart Centre";"38 Irrawaddy Road";"#06-63 Mt Elizabeth Novena SpecialistCtr";"Singapore";"329563"
"H55657";"Jireh Heart Centre Pte Ltd c/o Jireh Heart Centre";"38 Irrawaddy Road";"#06-63 Mt Elizabeth Novena SpecialistCtr";"Singapore";"329563"
"203638";"Phoenix Medical Group Pte Ltd";"1 Seletar Rd. Greenwich V";"#02-11";"Singapore";"807011"
"F07210";"Q & M Medical Clinic (Bukit Batok)";"Blk 151 Bukit Batok Street";"#01-252";"Singapore";"650151"
"F07210";"Q & M Medical Clinic (Bukit Batok)";"Blk 151 Bukit Batok Street";"#01-252";"Singapore";"650151"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"D69107";"Siglap Clinic Pte Ltd";"308 Telok Kurau Road";"#01-08 Vibes@East Coast";"Singapore";"423858"
"D69107";"Siglap Clinic Pte Ltd";"308 Telok Kurau Road";"#01-08 Vibes@East Coast";"Singapore";"423858"
