shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"I16788";"Nee Soon Clinic And Surgery Pte Ltd c/o Nee Soon C";"Blk 779 Yishun Ave 2";"#01-1547";"Singapore";"760779"
"400050";"H C P Pte Ltd";"150 Orchard Road";"#04-06 Orchard Plaza";"Singapore";"238841"
"200800";"Mao Medical Ctr & Surgery P/L-Dr Mao Fong Hao";"Block 149 Silat Avenue";"#01-54";"Singapore";"160149"
"400050";"H C P Pte Ltd";"150 Orchard Road";"#04-06 Orchard Plaza";"Singapore";"238841"
"I16788";"Nee Soon Clinic And Surgery Pte Ltd c/o Nee Soon C";"Blk 779 Yishun Ave 2";"#01-1547";"Singapore";"760779"
"100030";"National University Hospital (S) Pte Ltd";"5 Lower Kent Ridge Rd.";"";"Singapore";"119074"
"201881";"18 Clinic P/L - Dr Tan Pik Yee";"Block 101 Towner Rd.";"#01-228";"Singapore";"322101"
"201881";"18 Clinic P/L - Dr Tan Pik Yee";"Block 101 Towner Rd.";"#01-228";"Singapore";"322101"
"100342";"Alexandra Health Pte Ltd c/o Khoo Teck Puat Hospit";"";"90 Yishun Central";"Singapore";"768828"
"100004";"Singapore General Hospital Pte Ltd";"2 Bukit Merah Central #11-01";"1FSS Pte Ltd";"Singapore";"159835"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"100030";"National University Hospital (S) Pte Ltd";"5 Lower Kent Ridge Rd.";"";"Singapore";"119074"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"201420";"Lifecare Family Clinic & Surgery-Dr Seng Tee Kiat";"Block 106 Hougang Avenue 1";"#01-1221";"Singapore";"530106"
"400032";"Pan-Malayan Pharmaceuticals Pte Ltd";"16 Tai Seng Street";"Level 4";"Singapore";"534138"
"201420";"Lifecare Family Clinic & Surgery-Dr Seng Tee Kiat";"Block 106 Hougang Avenue 1";"#01-1221";"Singapore";"530106"
"201014";"Apex Clinic & Surgery- Dr Goh Miah Kiang";"Block 844 Yishun St. 81";"#01-162";"Singapore";"760844"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"200206";"Haig Specialist Med Clinic P/L-Dr Mukund Doshi";"319 Joo Chiat Place";"#03-01 East Shore Medical Ctr.HAIG CLINIC";"Singapore";"427989"
"I16788";"Nee Soon Clinic And Surgery Pte Ltd c/o Nee Soon C";"Blk 779 Yishun Ave 2";"#01-1547";"Singapore";"760779"
"100002";"Tan Tock Seng Hospital Pte Ltd";"Moulmein Rd.";"Pharmacy Dept";"Singapore";"308087"
"I16788";"Nee Soon Clinic And Surgery Pte Ltd c/o Nee Soon C";"Blk 779 Yishun Ave 2";"#01-1547";"Singapore";"760779"
"I16788";"Nee Soon Clinic And Surgery Pte Ltd c/o Nee Soon C";"Blk 779 Yishun Ave 2";"#01-1547";"Singapore";"760779"
"I16788";"Nee Soon Clinic And Surgery Pte Ltd c/o Nee Soon C";"Blk 779 Yishun Ave 2";"#01-1547";"Singapore";"760779"
"201060";"T P Sim Family Clinic & Surgery- Dr Sim Tiong Puay";"Block 509 Bishan St. 11";"#01-378";"Singapore";"570509"
"201060";"T P Sim Family Clinic & Surgery- Dr Sim Tiong Puay";"Block 509 Bishan St. 11";"#01-378";"Singapore";"570509"
"100004";"Singapore General Hospital Pte Ltd";"2 Bukit Merah Central #11-01";"1FSS Pte Ltd";"Singapore";"159835"
"400153";"National University Hospital (S) Pte Ltd - Retail";"Lower Kent Ridge Rd.";"Pharmacy Department";"Singapore";"119074"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"203115";"TCI Cardiology Pte Ltd c/o Novena Heart Ctr";"38 Irrawaddy Road";"#07-56/57/58/59 Mt E Novena Spec Ctr";"Singapore";"329563"
"200616";"Drs Thompson & Thomson(Radlink Medicare)P/L";"24 Raffles Place";"#02-08 Clifford Ctr.";"Singapore";"048621"
"300005";"Mount Alvernia Hospital";"820 Thomson Rd.";"Pharmacy Department";"Singapore";"574623"
"I16788";"Nee Soon Clinic And Surgery Pte Ltd c/o Nee Soon C";"Blk 779 Yishun Ave 2";"#01-1547";"Singapore";"760779"
"203115";"TCI Cardiology Pte Ltd c/o Novena Heart Ctr";"38 Irrawaddy Road";"#07-56/57/58/59 Mt E Novena Spec Ctr";"Singapore";"329563"
"300005";"Mount Alvernia Hospital";"820 Thomson Rd.";"Pharmacy Department";"Singapore";"574623"
"D63310";"Dr Foo Endocrine Pte Ltd";"1 Orchard Boulevard";"#04-03 Camden Medical Centre";"Singapore";"248649"
"200689";"Woodlands Clinic - Dr Gabriel Seow";"Block 131 Marsiling Rise";"#01-204";"Singapore";"730131"
"400153";"National University Hospital (S) Pte Ltd - Retail";"Lower Kent Ridge Rd.";"Pharmacy Department";"Singapore";"119074"
"201014";"Apex Clinic & Surgery- Dr Goh Miah Kiang";"Block 844 Yishun St. 81";"#01-162";"Singapore";"760844"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"200689";"Woodlands Clinic - Dr Gabriel Seow";"Block 131 Marsiling Rise";"#01-204";"Singapore";"730131"
"202315";"Raffles Hospital Pte Ltd";"585 North Bridge Rd.";"#07-00 Pharmacy Department";"Singapore";"188770"
"900228";"Guardian H & B-Warehouse (Tampines)";"21 Tampines North Drive 2";"#03-01";"Singapore";"528765"
