shipToCode;shipToName;shipToAddress1;shipToAddress2;shipToCity;shipToPostalCode
"203521";"HO KOK SUN COLORECTAL PTE LTD";"3 MOUNT ELIZABETH";"#12-09 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"D33013";"ASIAN HEART & VASCULAR CENTRE P/L";"3 MOUNT ELIZABETH";"#17-08 Mt Elizabeth Medical Centre";"Singapore";"SG 228510"
"200286";"C Y KOK CLINIC & SURGERY- DR KOK CHIN YON";"BLOCK 157 ANG MO KIO AVENUE 4";"#01-562";"Singapore";"SG 560157"
"400050";"H C P PTE LTD";"150 ORCHARD ROAD";"#04-06 Orchard Plaza";"Singapore";"SG 238841"
"201520";"SUSAN QUEK HEART CARE CLINIC- DR SUSAN QUEK";"3 MOUNT ELIZABETH";"#15-14 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"201520";"SUSAN QUEK HEART CARE CLINIC- DR SUSAN QUEK";"3 MOUNT ELIZABETH";"#15-14 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"900454";"GUARDIAN H & B- 087 GLENEAGLES MEDICAL";"6 NAPIER RD.";"#02-06/07/08 Gleneagles Medical Centre";"Singapore";"SG 258500"
"300006";"PARKWAY HOSPITALS SINGAPORE PTE LTD";"C/O MT. ELIZABETH HOSP (PHARM. DPT)";"Block B Level 2";"Singapore";"SG 228510"
"202541";"EL SHADDAI ARTHRITIS & RHEUMATISM SPECIALIST MEDIC";"102 TOWNER RD.";"#01-258";"Singapore";"SG 322102"
"200355";"LOW CARDIOLOGY CLINIC- DR LOW LIP PING";"3 MOUNT ELIZABETH";"#11-05 Mount Elizabeth Medical Centre";"Singapore";"SG 228510"
"201474";"CTR FOR KIDNEY DISEASES P/L- DR LYE W C";"304 ORCHARD RD.";"#05-23 Lucky Plaza";"Singapore";"SG 238863"
"201474";"CTR FOR KIDNEY DISEASES P/L- DR LYE W C";"304 ORCHARD RD.";"#05-23 Lucky Plaza";"Singapore";"SG 238863"
"200503";"ROCHOR CENTRE CLINIC - DR MARY WEE JOO LING";"175 BECOOLEN STREET BURLINGTON SQUA";"#01-20";"Singapore";"SG 189649"
"200503";"ROCHOR CENTRE CLINIC - DR MARY WEE JOO LING";"175 BECOOLEN STREET BURLINGTON SQUA";"#01-20";"Singapore";"SG 189649"
"D33572";"FERNVALE FAMILY CLINIC PTE LTD";"BLK 405C FERNVALE LANE";"#01-01";"Singapore";"SG 793405"
